input,output,target_ie,target_ns,target_tf,winner_ie,winner_ns,winner_tf
"15-gauge finish nailers generally work better for getting into tight spots, since their magazine is angled and can fit into them.",I tend to prefer 15 gauge finish nailers mostly because I feel like they can get into tighter spots with the magazine being angled.,I,S,T,Output,Input,Input
"If your main use for an air compressor is just a nailer, consider a smaller, lighter one.",If your sole/primary use for the air compressor is the nailer get a smaller lighter compressor.,I,S,T,Input,Input,Input
The VW I5 is essentially one cylinder bank of the Lamborghini V10.,The VW I5 is esentially one bank of the Lamborghini V10.,I,S,T,Input,Input,Input
"If I were spending the money, I'd buy this — it's easier to move than my Porter-Cable, and the proper oil-lubed pump seems like it will last longer.",If I was spending the money I would buy this easier to move around than my pain in the ass porter cable and running a proper oil lubed pump should mean it will last forever.,I,S,T,Input,Input,Input
"If you want vocals like that, consider working with a vocal coach.",You should get with a vocal coach if you want to do vox like that.,I,S,T,Input,Input,Output
"If you're still unsure, look it up.",Do some research if you're still not sure.,I,S,T,Input,Input,Input
"Write down what you like and what you don't, keep the good parts in your songs, and leave out the rest.",Write down what you like and what you don't like and put the good in your songs and avoid the bad.,I,S,T,Input,Input,Input
Editing while you write interrupts your flow and shifts you into an intellectual mindset instead of the creative mindset you need when you're creating.,"Editing while you write messes up your flow and puts you into ""intellectual mode"" and out of ""creative mode"" which is where you need to be when you're creating.",I,S,T,Input,Input,Input
I used to keep to myself and now handle social interactions more easily.,I was more or less a social recluse and now I navigate interactions effortlessly.,I,S,T,Input,Input,Input
Esee knives seem to be popular.,Esee knives are where it is at.,I,S,T,Input,Input,Output
It seemed like an air hammer could fix any problem.,There's no problem an air hammer won't fix.,I,S,T,Input,Output,Output
It seems hard to do without dropping the motor.,I can't imagine doing it without dropping the motor.,I,S,T,Output,Input,Input
Expect to do boring tasks like washing dishes and preparing buffer until they realize you know what you’re doing.,Expect to do boring stuff like dishes and making buffer until they realize that you aren't an idiot.,I,S,T,Input,Input,Input
"It usually isn't noticeable until it's figured out, but in hindsight the symptoms are clear.","I'm usually pretty oblivious to it until I figure it out, but then looking back I can see the symptoms.",I,S,T,Input,Output,Input
I usually choose the more fulfilling option because I feel happier doing it.,I'd choose the fulfilling one every time because I'm much happier overall doing those.,I,S,T,Input,Input,Output
I get worn out around people if I spend a few days with them nonstop.,I get tired of people after spending a few days with them nonstop.,I,S,T,Input,Input,Input
"I usually duck under doorways even if there's about six inches of clearance, just to be safe.","I usually duck under doorways even I have like 6"" of clearance, just to be safe.",I,S,T,Input,Output,Input
"I studied psychology and computer science, and now have a successful but somewhat dull career in EIT (enterprise information technology).",I studied psychology and computer science and have a successful (but also boring) career in EIT (enterprise information technology).,I,S,T,Input,Input,Input
"It's also fairly cheap compared with other foods that have similar amounts of protein or calories, doesn't need any prep, and is more portable than most foods.","It is also very cheap compared to similar amounts of protein/calories in other foods, requires no prep time, and is more portable than most foods.",I,S,T,Output,Output,Output
Did you try flushing the firewall rules?,Have you tried flushing the firewall rules?,I,S,T,Output,Output,Output
I'm currently building a sneaky gunslinger and it's been enjoyable.,I'm currently building a sneaky gunslinger and loving it.,I,S,T,Input,Input,Input
"Use only the Deliverer 10mm pistol you get from the Railroad's first quest, 'Tradecraft'.","Only use Deliverer 10mm pistol you get from first Railroad quest ""Tradecraft"".",I,S,T,Input,Input,Output
I often need a bit of peace and quiet.,I often have these moments when I need peace and quiet.,I,S,T,Input,Output,Input
"I understand and think carefully about things I find interesting, but I usually don't talk about things that don't interest me for long.","Being an myself I can understand and have deep analytical thinking processes about the things that I find facinating, but rarely discuss something for a long time if it really doesn't interest me.",I,S,T,Input,Input,Output
Lock onto the targets and check if your scanners pick up a bounty.,Lock onto targets and see if your scanners detect a bounty.,I,S,T,Input,Input,Output
"Don't take your weapons out until you're told to, since you could accidentally shoot an innocent person.","Don't pull your weapons out before it says they're wanted, though, otherwise you might accidentally shoot an innocent.",I,S,T,Input,Input,Input
"You can go into the options menu and turn off ""firing deploys hardpoints"".","I'd recommend going into the options menu and disabling ""firing deploys hardpoints"".",I,S,T,Output,Input,Output
"If you find a ship you think you can handle, shoot him until he dies.","Once you find a ship you think you can handle, shoot him until he dies.",I,S,T,Input,Output,Output
I used to stick 9V batteries directly together and scrape the terminals to see sparks.,"I used to stick 9V batteries straight to each other and scrape the connections together, fascinated by the sparks.",I,S,T,Output,Input,Input
"I kept to myself, so we didn't have any fights or anything.",I keep to myself so we never had any fights or any thing.,I,S,T,Input,Output,Input
"I enjoy meeting new people, but I can come across as pretty quiet and shy.","I love meeting new people, but I can come off as super quiet and timid.",I,S,T,Output,Input,Input
